player,team,nation,pos,age,born,league,season,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_MP_playing_time,Playing Time_Min_playing_time,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_playing_time,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Curtis Jones,Liverpool,ENG,MF,22,2001,ENG-Premier League,2324,23,14,1167,13.0,1,1,2,1,0,0,3,1,0.08,0.08,0.15,0.08,0.15,13.0,1,19,6,31.6,1.47,0.46,0.05,0.17,0,0,23,1167.0,51.0,34.1,13.0,14,70.0,4,9,20.0,4,1.96,31.0,17.0,14.0,1.08,-0.16,13.0,3,1,0,16,14,5,4,7,14,,,0
Darwin Núñez,Liverpool,URU,FW,24,1999,ENG-Premier League,2324,36,22,2047,22.7,11,8,19,11,0,1,9,0,0.48,0.35,0.84,0.48,0.84,22.7,11,108,46,42.6,4.75,2.02,0.1,0.24,0,1,36,2047.0,57.0,59.9,22.7,22,79.0,9,14,21.0,1,2.19,48.0,25.0,23.0,1.01,-0.43,22.7,9,0,0,28,15,33,19,2,13,,,0
Diogo Jota,Liverpool,POR,FW,26,1996,ENG-Premier League,2324,21,14,1145,12.7,10,3,13,10,0,0,3,1,0.79,0.24,1.02,0.79,1.02,12.7,10,41,20,48.8,3.22,1.57,0.24,0.5,0,0,21,1145.0,55.0,33.5,12.7,14,71.0,3,7,22.0,1,2.29,33.0,10.0,23.0,1.81,0.94,12.7,3,1,1,27,21,3,9,7,13,,,0
Dominik Szoboszlai,Liverpool,HUN,MF,22,2000,ENG-Premier League,2324,33,25,2104,23.4,3,2,5,3,0,0,1,0,0.13,0.09,0.21,0.13,0.21,23.4,3,60,15,25.0,2.57,0.64,0.05,0.2,0,0,33,2104.0,64.0,61.5,23.4,25,79.0,12,8,15.0,0,2.12,42.0,23.0,19.0,0.81,-0.97,23.4,1,0,0,29,29,3,113,14,18,,,0
Harvey Elliott,Liverpool,ENG,"MF,FW",20,2003,ENG-Premier League,2324,34,11,1352,15.0,3,6,9,3,0,0,2,0,0.2,0.4,0.6,0.2,0.6,15.0,3,49,17,34.7,3.26,1.13,0.06,0.18,0,0,34,1352.0,40.0,39.5,15.0,11,77.0,4,23,22.0,4,2.15,41.0,13.0,28.0,1.86,1.12,15.0,2,0,0,7,14,1,61,5,17,,,0
Ibrahima Konaté,Liverpool,FRA,DF,24,1999,ENG-Premier League,2324,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,17.5,0,11,2,18.2,0.63,0.11,0.0,0.0,0,0,22,1574.0,72.0,46.0,17.5,17,87.0,14,5,20.0,11,2.0,38.0,17.0,21.0,1.2,0.03,17.5,5,1,1,25,13,0,1,19,23,,,0
James McConnell,Liverpool,ENG,MF,18,2004,ENG-Premier League,2324,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,3,4.0,1.0,0.1,0.0,0,,0,3,1.0,15,3.0,1.0,0.0,1.0,22.5,21.34,0.0,0,0,0,1,1,0,0,1,0,,,0
Jarell Quansah,Liverpool,ENG,DF,20,2003,ENG-Premier League,2324,17,13,1190,13.2,2,0,2,2,0,0,1,0,0.15,0.0,0.15,0.15,0.15,13.2,2,6,4,66.7,0.45,0.3,0.33,0.5,0,0,17,1190.0,70.0,34.8,13.2,13,87.0,10,4,16.0,17,2.35,31.0,16.0,15.0,1.13,-0.08,13.2,1,0,0,10,2,0,0,16,22,,,0
Jayden Danns,Liverpool,ENG,FW,17,2006,ENG-Premier League,2324,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,2,9.0,5.0,0.3,0.1,0,,0,2,5.0,4,3.0,2.0,0.0,2.0,20.0,18.87,0.1,1,0,0,2,0,0,0,0,0,,,0
Joe Gomez,Liverpool,ENG,DF,26,1997,ENG-Premier League,2324,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,19.8,0,19,2,10.5,0.96,0.1,0.0,0.0,0,0,32,1786.0,56.0,52.2,19.8,17,85.0,12,15,23.0,4,2.22,47.0,19.0,28.0,1.41,0.47,19.8,5,0,0,28,16,0,39,19,30,,,0
Joël Matip,Liverpool,CMR,DF,31,1991,ENG-Premier League,2324,10,9,781,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,8.7,0,5,0,0.0,0.58,0.0,0.0,,0,0,10,781.0,78.0,22.8,8.7,9,84.0,6,1,25.0,4,2.3,20.0,9.0,11.0,1.27,0.11,8.7,2,0,0,7,3,1,0,9,7,,,1
Kaide Gordon,Liverpool,ENG,FW,18,2004,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-1.18,0.0,0,0,0,0,0,0,0,0,0,,,0
Kostas Tsimikas,Liverpool,GRE,DF,27,1996,ENG-Premier League,2324,13,8,679,7.5,0,3,3,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,7.5,0,3,0,0.0,0.4,0.0,0.0,,0,0,13,679.0,52.0,19.9,7.5,8,79.0,6,5,9.0,17,2.15,16.0,7.0,9.0,1.19,0.01,7.5,0,0,0,11,7,1,72,4,12,,,0
Luis Díaz,Liverpool,COL,FW,26,1997,ENG-Premier League,2324,37,32,2629,29.2,8,5,13,8,0,0,3,0,0.27,0.17,0.45,0.27,0.45,29.2,8,94,32,34.0,3.22,1.1,0.09,0.25,0,0,37,2629.0,71.0,76.9,29.2,32,78.0,11,5,24.0,0,2.14,67.0,33.0,34.0,1.16,-0.09,29.2,3,0,0,54,42,20,27,3,26,,,0
Mohamed Salah,Liverpool,EGY,FW,31,1992,ENG-Premier League,2324,32,28,2534,28.2,18,10,28,13,5,7,2,0,0.64,0.36,0.99,0.46,0.82,28.2,18,114,56,49.1,4.05,1.99,0.11,0.23,5,7,32,2534.0,79.0,74.1,28.2,28,87.0,22,4,27.0,0,2.09,58.0,30.0,28.0,0.99,-0.73,28.2,2,0,0,12,25,18,41,2,11,,,0
Owen Beck,Liverpool,WAL,"DF,MF",20,2002,ENG-Premier League,2324,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,0,3.0,1.0,0.0,1.0,11.25,10.09,0.1,0,0,0,0,0,0,0,0,1,,,0
Ryan Gravenberch,Liverpool,NED,MF,21,2002,ENG-Premier League,2324,26,12,1121,12.5,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,12.5,1,23,8,34.8,1.85,0.64,0.04,0.13,0,0,26,1121.0,43.0,32.8,12.5,12,68.0,1,14,22.0,5,2.23,28.0,18.0,10.0,0.8,-0.57,12.5,0,0,0,20,15,0,4,15,12,,,0
Stefan Bajcetic,Liverpool,ESP,MF,18,2004,ENG-Premier League,2324,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,1,26.0,26.0,0.8,0.3,0,,0,1,26.0,6,3.0,0.0,2.0,-2.0,-6.92,-8.17,0.3,0,0,0,1,2,0,0,0,1,,,0
Thiago Alcántara,Liverpool,ESP,MF,32,1991,ENG-Premier League,2324,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,0,0.0,0.0,1.0,-1.0,-15.0,-16.21,0.1,0,0,0,0,0,0,0,0,0,,,0
Trent Alexander-Arnold,Liverpool,ENG,DF,24,1998,ENG-Premier League,2324,28,25,2155,23.9,3,4,7,3,0,0,6,0,0.13,0.17,0.29,0.13,0.29,23.9,3,47,8,17.0,1.96,0.33,0.06,0.38,0,0,28,2155.0,77.0,63.0,23.9,25,83.0,14,3,28.0,0,2.0,53.0,28.0,25.0,1.04,-0.38,23.9,6,0,0,9,9,2,166,29,27,,,0
Virgil van Dijk,Liverpool,NED,DF,32,1991,ENG-Premier League,2324,36,36,3177,35.3,2,2,4,2,0,0,3,1,0.06,0.06,0.11,0.06,0.11,35.3,2,45,14,31.1,1.27,0.4,0.04,0.14,0,0,36,3177.0,88.0,92.9,35.3,36,88.0,35,0,,0,2.11,78.0,40.0,38.0,1.08,-1.52,35.3,3,1,0,23,13,1,0,35,23,,,0
Wataru Endo,Liverpool,JPN,MF,30,1993,ENG-Premier League,2324,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.05,0.0,0.05,0.05,0.05,19.1,1,10,3,30.0,0.52,0.16,0.1,0.33,0,0,29,1722.0,59.0,50.4,19.1,20,79.0,11,9,15.0,4,2.21,42.0,16.0,26.0,1.36,0.35,19.1,10,0,0,50,25,0,4,19,28,,,0
Albert Sambi Lokonga,Luton Town,BEL,MF,23,1999,ENG-Premier League,2324,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28,14.5,1,8,2,25.0,0.55,0.14,0.13,0.5,0,0,17,1303.0,77.0,38.1,14.5,16,80.0,8,1,19.0,0,0.76,22.0,31.0,-9.0,-0.62,0.4,14.5,4,0,0,18,27,0,13,11,18,,,0
Alfie Doughty,Luton Town,ENG,"MF,DF",23,1999,ENG-Premier League,2324,37,34,2925,32.5,2,8,10,2,0,0,5,0,0.06,0.25,0.31,0.06,0.31,32.5,2,26,8,30.8,0.8,0.25,0.08,0.25,0,0,37,2925.0,79.0,85.5,32.5,34,84.0,18,3,22.0,0,0.7,46.0,74.0,-28.0,-0.86,0.05,32.5,5,0,0,31,9,14,340,30,37,,,0
Amari'i Bell,Luton Town,JAM,DF,29,1994,ENG-Premier League,2324,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19.1,0,2,2,100.0,0.1,0.1,0.0,0.0,0,0,21,1720.0,82.0,50.3,19.1,21,82.0,18,0,,0,0.86,30.0,41.0,-11.0,-0.58,0.59,19.1,0,0,0,22,16,0,14,26,31,,,0
Andros Townsend,Luton Town,ENG,"MF,FW",32,1991,ENG-Premier League,2324,27,14,1210,13.4,1,3,4,1,0,0,1,0,0.07,0.22,0.3,0.07,0.3,13.4,1,20,7,35.0,1.49,0.52,0.05,0.14,0,0,27,1210.0,45.0,35.4,13.4,14,67.0,1,13,21.0,3,0.78,16.0,26.0,-10.0,-0.74,0.19,13.4,1,0,0,12,12,2,74,4,13,,,0
Carlton Morris,Luton Town,ENG,"FW,MF",27,1995,ENG-Premier League,2324,38,32,2862,31.8,11,4,15,6,5,5,4,0,0.35,0.13,0.47,0.19,0.31,31.8,11,73,31,42.5,2.3,0.97,0.08,0.19,5,5,38,2862.0,75.0,83.7,31.8,32,86.0,22,6,21.0,0,0.68,40.0,73.0,-33.0,-1.04,-1.04,31.8,4,0,0,50,43,10,15,1,9,,,0
Cauley Woodrow,Luton Town,ENG,FW,28,1994,ENG-Premier League,2324,24,2,427,4.7,1,1,2,1,0,0,2,0,0.21,0.21,0.42,0.21,0.42,4.7,1,16,4,25.0,3.37,0.84,0.06,0.25,0,0,24,427.0,18.0,12.5,4.7,2,62.0,0,22,14.0,8,0.63,10.0,12.0,-2.0,-0.42,0.51,4.7,2,0,0,8,4,2,10,1,10,,,0
Chiedozie Ogbene,Luton Town,IRL,MF,26,1997,ENG-Premier League,2324,30,20,1995,22.2,4,1,5,4,0,0,1,0,0.18,0.05,0.23,0.18,0.23,22.2,4,35,14,40.0,1.58,0.63,0.11,0.29,0,0,30,1995.0,67.0,58.3,22.2,20,87.0,14,10,27.0,0,0.73,35.0,47.0,-12.0,-0.54,0.78,22.2,1,0,0,9,50,7,79,7,9,,,0
Daiki Hashioka,Luton Town,JPN,"DF,MF",24,1999,ENG-Premier League,2324,10,6,595,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.6,0,2,0,0.0,0.3,0.0,0.0,,0,0,10,595.0,60.0,17.4,6.6,6,77.0,3,4,33.0,3,0.4,10.0,21.0,-11.0,-1.66,-0.96,6.6,0,0,0,10,6,0,9,8,6,,,2
Elijah Adebayo,Luton Town,ENG,FW,25,1998,ENG-Premier League,2324,27,16,1419,15.8,10,0,10,10,0,0,1,0,0.63,0.0,0.63,0.63,0.63,15.8,10,30,14,46.7,1.9,0.89,0.33,0.71,0,0,27,1419.0,53.0,41.5,15.8,16,77.0,5,11,16.0,0,0.78,30.0,35.0,-5.0,-0.32,0.94,15.8,1,0,0,28,16,13,5,4,1,,,0
Fred Onyedinma,Luton Town,ENG,MF,26,1996,ENG-Premier League,2324,8,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.5,0,5,2,40.0,1.11,0.44,0.0,0.0,0,0,8,407.0,51.0,11.9,4.5,4,76.0,0,4,26.0,1,0.5,6.0,14.0,-8.0,-1.77,-1.02,4.5,1,0,0,10,6,0,13,1,5,,,0
Gabriel Osho,Luton Town,NGA,DF,24,1998,ENG-Premier League,2324,21,21,1846,20.5,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,20.5,2,10,2,20.0,0.49,0.1,0.2,1.0,0,0,21,1846.0,88.0,54.0,20.5,21,88.0,19,0,,1,0.81,31.0,47.0,-16.0,-0.78,0.19,20.5,3,0,0,23,14,1,3,28,23,,,0
Issa Kaboré,Luton Town,BFA,"MF,DF",22,2001,ENG-Premier League,2324,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,19.2,0,6,1,16.7,0.31,0.05,0.0,0.0,0,0,24,1729.0,72.0,50.6,19.2,21,79.0,13,3,24.0,4,0.58,23.0,39.0,-16.0,-0.83,0.07,19.2,7,0,0,27,30,2,65,15,28,,,1
Jacob Brown,Luton Town,SCO,"MF,FW",25,1998,ENG-Premier League,2324,19,12,1019,11.3,2,0,2,2,0,0,4,0,0.18,0.0,0.18,0.18,0.18,11.3,2,25,7,28.0,2.21,0.62,0.08,0.29,0,0,19,1019.0,54.0,29.8,11.3,12,73.0,4,7,21.0,2,0.84,16.0,26.0,-10.0,-0.88,-0.02,11.3,4,0,0,19,19,6,9,9,12,,,0
Jordan Clark,Luton Town,ENG,MF,29,1993,ENG-Premier League,2324,23,14,1304,14.5,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,0,0,23,1304.0,57.0,38.1,14.5,14,78.0,4,9,24.0,4,0.57,22.0,41.0,-19.0,-1.31,-0.72,14.5,4,0,0,12,26,4,23,10,16,,,0
Joseph Johnson,Luton Town,ENG,DF,17,2006,ENG-Premier League,2324,2,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,,0.0,0.0,,,0,0,2,77.0,39.0,2.3,0.9,0,,0,2,39.0,17,0.0,2.0,5.0,-3.0,-3.51,-2.7,0.9,1,0,0,1,0,0,0,0,0,,,0
Luke Berry,Luton Town,ENG,MF,31,1992,ENG-Premier League,2324,17,2,323,3.6,2,1,3,2,0,0,1,0,0.56,0.28,0.84,0.56,0.84,3.6,2,8,4,50.0,2.23,1.11,0.25,0.5,0,0,17,323.0,19.0,9.4,3.6,2,69.0,0,15,12.0,16,0.59,8.0,8.0,0.0,0.0,0.96,3.6,1,0,0,6,7,0,8,0,2,,,0
Mads Juel Andersen,Luton Town,DEN,DF,25,1997,ENG-Premier League,2324,8,4,400,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,4.4,1,3,1,33.3,0.68,0.23,0.33,1.0,0,0,8,400.0,50.0,11.7,4.4,4,78.0,2,4,22.0,4,1.13,2.0,6.0,-4.0,-0.9,-0.04,4.4,1,0,0,6,2,0,0,8,5,,,0
Marvelous Nakamba,Luton Town,ZIM,MF,29,1994,ENG-Premier League,2324,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,12.6,0,5,0,0.0,0.4,0.0,0.0,,0,0,13,1130.0,87.0,33.0,12.6,13,87.0,10,0,,0,0.46,10.0,24.0,-14.0,-1.12,-0.37,12.6,5,0,0,24,9,0,4,10,26,,,0
Pelly Ruddock Mpanzu,Luton Town,COD,MF,30,1993,ENG-Premier League,2324,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,12.2,0,11,1,9.1,0.9,0.08,0.0,0.0,0,0,27,1101.0,41.0,32.2,12.2,11,74.0,3,16,18.0,11,0.7,13.0,29.0,-16.0,-1.31,-0.65,12.2,1,0,0,9,15,0,10,9,5,,,0
Reece Burke,Luton Town,ENG,DF,26,1996,ENG-Premier League,2324,22,20,1660,18.4,0,4,4,0,0,0,5,0,0.0,0.22,0.22,0.0,0.22,18.4,0,13,4,30.8,0.7,0.22,0.0,0.0,0,0,22,1660.0,75.0,48.5,18.4,20,79.0,12,2,41.0,3,0.68,24.0,37.0,-13.0,-0.7,0.32,18.4,5,0,0,20,12,0,13,21,24,,,0
Ross Barkley,Luton Town,ENG,MF,29,1993,ENG-Premier League,2324,32,30,2618,29.1,5,4,9,5,0,0,6,0,0.17,0.14,0.31,0.17,0.31,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,0,0,32,2618.0,82.0,76.5,29.1,30,86.0,24,2,15.0,0,0.69,43.0,66.0,-23.0,-0.79,0.33,29.1,6,0,0,25,39,0,46,25,20,,,0
Ryan Giles,Luton Town,ENG,"MF,DF",23,2000,ENG-Premier League,2324,11,5,503,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.6,0,2,2,100.0,0.36,0.36,0.0,0.0,0,0,11,503.0,46.0,14.7,5.6,5,81.0,2,6,17.0,9,0.64,4.0,14.0,-10.0,-1.79,-1.08,5.6,0,0,0,2,1,0,49,4,6,,,0
Tahith Chong,Luton Town,CUW,"MF,FW",23,1999,ENG-Premier League,2324,33,20,1982,22.0,4,0,4,4,0,0,4,0,0.18,0.0,0.18,0.18,0.18,22.0,4,30,7,23.3,1.36,0.32,0.13,0.57,0,0,33,1982.0,60.0,58.0,22.0,20,80.0,6,13,29.0,5,0.45,26.0,51.0,-25.0,-1.14,-0.63,22.0,4,0,0,21,65,5,35,7,20,,,0
Teden Mengi,Luton Town,ENG,DF,21,2002,ENG-Premier League,2324,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,27.4,1,11,4,36.4,0.4,0.15,0.09,0.25,0,0,30,2469.0,82.0,72.2,27.4,28,86.0,25,2,34.0,3,0.73,38.0,59.0,-21.0,-0.77,0.37,27.4,3,0,0,35,7,1,2,54,22,,,0
Tom Lockyer,Luton Town,WAL,DF,28,1994,ENG-Premier League,2324,14,14,1169,13.0,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,13.0,1,7,1,14.3,0.54,0.08,0.14,1.0,0,0,14,1169.0,84.0,34.2,13.0,14,84.0,10,0,,0,0.64,12.0,23.0,-11.0,-0.85,0.03,13.0,4,0,0,15,10,0,1,23,16,,,1
Zack Nelson,Luton Town,ENG,MF,18,2005,ENG-Premier League,2324,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,2,7.0,4.0,0.2,0.1,0,,0,2,4.0,14,0.5,1.0,1.0,0.0,0.0,0.87,0.1,0,0,0,0,0,0,0,0,0,,,0
Aymeric Laporte,Manchester City,ESP,DF,29,1994,ENG-Premier League,2324,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,0,0,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,0,3.0,0.0,0.0,0.0,0.0,-1.64,0.1,0,0,0,0,0,0,0,0,0,,,0
Bernardo Silva,Manchester City,POR,MF,28,1994,ENG-Premier League,2324,33,29,2578,28.6,6,9,15,6,0,0,8,0,0.21,0.31,0.52,0.21,0.52,28.6,6,34,15,44.1,1.19,0.52,0.18,0.4,0,0,33,2578.0,78.0,75.4,28.6,29,87.0,22,4,14.0,2,2.39,71.0,26.0,45.0,1.57,-0.25,28.6,8,0,0,22,26,3,83,14,24,,,0
Cole Palmer,Manchester City,ENG,"FW,MF",21,2002,ENG-Premier League,2324,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,11.0,11.0,0.3,0.1,0,,0,1,11.0,2,3.0,0.0,0.0,0.0,0.0,-1.64,0.1,0,0,0,1,0,0,0,0,0,,,0
Erling Haaland,Manchester City,NOR,"FW,MF",23,2000,ENG-Premier League,2324,31,29,2552,28.4,27,5,32,20,7,8,1,0,0.95,0.18,1.13,0.71,0.88,28.4,27,121,59,48.8,4.27,2.08,0.17,0.34,7,8,31,2552.0,82.0,74.6,28.4,29,86.0,20,2,25.0,1,2.32,64.0,26.0,38.0,1.34,-1.15,28.4,1,0,0,18,30,6,5,2,3,,,0
Jack Grealish,Manchester City,ENG,"MF,FW",27,1995,ENG-Premier League,2324,20,10,1009,11.2,3,1,4,3,0,0,6,0,0.27,0.09,0.36,0.27,0.36,11.2,3,22,5,22.7,1.96,0.45,0.14,0.6,0,0,20,1009.0,50.0,29.5,11.2,10,83.0,7,10,18.0,9,2.45,26.0,13.0,13.0,1.16,-0.67,11.2,6,0,0,6,41,2,16,6,8,,,0
James Mcatee,Manchester City,ENG,MF,20,2002,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,-1.63,0.0,0,0,0,0,0,0,0,0,0,,,0
Jeremy Doku,Manchester City,BEL,"MF,FW",21,2002,ENG-Premier League,2324,29,18,1595,17.7,3,8,11,3,0,0,3,0,0.17,0.45,0.62,0.17,0.62,17.7,3,56,19,33.9,3.16,1.07,0.05,0.16,0,0,29,1595.0,55.0,46.6,17.7,18,76.0,7,11,20.0,2,2.38,50.0,19.0,31.0,1.75,0.22,17.7,3,0,0,15,32,4,61,9,22,,,0
John Stones,Manchester City,ENG,DF,29,1994,ENG-Premier League,2324,16,12,1064,11.8,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,11.8,1,4,2,50.0,0.34,0.17,0.25,0.5,0,0,16,1064.0,67.0,31.1,11.8,12,83.0,9,4,17.0,11,2.38,25.0,9.0,16.0,1.35,-0.4,11.8,2,0,0,3,5,0,5,10,1,,,0
Joško Gvardiol,Manchester City,CRO,DF,21,2002,ENG-Premier League,2324,28,26,2328,25.9,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,25.9,4,32,14,43.8,1.24,0.54,0.13,0.29,0,0,28,2328.0,83.0,68.1,25.9,26,87.0,22,2,30.0,7,2.5,68.0,23.0,45.0,1.74,0.34,25.9,3,0,0,20,23,2,33,27,33,,,0
Julián Álvarez,Manchester City,ARG,"MF,FW",23,2000,ENG-Premier League,2324,36,31,2647,29.4,11,8,19,9,2,2,2,0,0.37,0.27,0.65,0.31,0.58,29.4,11,98,40,40.8,3.33,1.36,0.09,0.23,2,2,36,2647.0,74.0,77.4,29.4,31,83.0,15,5,13.0,2,2.42,76.0,24.0,52.0,1.77,0.6,29.4,2,0,0,23,13,3,137,2,13,,,0
Kalvin Phillips,Manchester City,ENG,"DF,MF",27,1995,ENG-Premier League,2324,4,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,0,0.0,1.94,0.0,0.0,,0,0,4,93.0,23.0,2.7,1.0,0,,0,4,23.0,16,2.25,3.0,2.0,1.0,0.97,-0.68,1.0,0,0,0,3,2,0,2,2,3,,,0
Kevin De Bruyne,Manchester City,BEL,MF,32,1991,ENG-Premier League,2324,18,15,1221,13.6,4,10,14,4,0,0,2,0,0.29,0.74,1.03,0.29,1.03,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,0,0,18,1221.0,68.0,35.7,13.6,15,77.0,5,3,21.0,3,2.67,40.0,9.0,31.0,2.29,1.02,13.6,2,0,0,11,13,1,136,3,9,,,0
Kyle Walker,Manchester City,ENG,"DF,MF",33,1990,ENG-Premier League,2324,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,30.7,0,16,3,18.8,0.52,0.1,0.0,0.0,0,0,32,2767.0,86.0,80.9,30.7,30,89.0,27,2,52.0,3,2.34,78.0,29.0,49.0,1.59,-0.2,30.7,2,0,0,23,18,7,59,24,24,,,0
Manuel Akanji,Manchester City,SUI,"DF,MF",28,1995,ENG-Premier League,2324,30,28,2511,27.9,2,0,2,2,0,0,4,1,0.07,0.0,0.07,0.07,0.07,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,0,0,30,2511.0,84.0,73.4,27.9,28,88.0,25,2,23.0,4,2.4,72.0,23.0,49.0,1.76,0.47,27.9,4,1,1,17,19,0,9,22,28,,,0
Mateo Kovačić,Manchester City,CRO,MF,29,1994,ENG-Premier League,2324,30,16,1551,17.2,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,17.2,1,22,5,22.7,1.28,0.29,0.05,0.2,0,0,30,1551.0,52.0,45.4,17.2,16,81.0,7,14,18.0,4,2.43,45.0,14.0,31.0,1.8,0.31,17.2,4,0,0,16,15,0,0,10,26,,,0
Matheus Nunes,Manchester City,POR,"MF,FW",24,1998,ENG-Premier League,2324,17,7,661,7.3,0,2,2,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,7.3,0,9,4,44.4,1.23,0.54,0.0,0.0,0,0,17,661.0,39.0,19.3,7.3,7,71.0,3,10,16.0,16,2.47,18.0,8.0,10.0,1.36,-0.33,7.3,0,0,0,8,16,2,19,1,6,,,0
Nathan Aké,Manchester City,NED,DF,28,1995,ENG-Premier League,2324,29,24,2042,22.7,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,22.7,2,20,5,25.0,0.88,0.22,0.1,0.4,0,0,29,2042.0,70.0,59.7,22.7,24,83.0,19,5,12.0,6,2.38,55.0,20.0,35.0,1.54,-0.22,22.7,0,0,0,10,18,0,11,15,16,,,0
